"date","county","county.1","date.1","total.contacts","completed.21d.total","incomplete.dead","under.followup","new.on.day","healthy.on.day","ill.on.day","unvisited.on.day","unseen.on.day","completed.21d.followup","tracers.on.day","population","alive.non.case","alive.suspect","alive.probable","alive.confirm","cum.non.case","cum.suspect","cum.probable","cum.confirm","cum.dead.suspect","cum.dead.probable","cum.dead.confirmed","CFR"
2014-10-22,"Western area urban","Western area urban",2014-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Bo","Bo",2014-10-23,979,661,NA,318,29,318,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Bombali","Bombali",2014-10-23,2248,572,NA,1676,18,1669,4,NA,3,43,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Bonthe","Bonthe",2014-10-23,125,105,NA,20,20,20,0,NA,0,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Kailahun","Kailahun",2014-10-23,2283,1768,NA,515,20,515,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Kambia","Kambia",2014-10-23,442,377,NA,64,0,63,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Kenema","Kenema",2014-10-23,2980,2647,NA,333,35,333,0,NA,0,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Koinadugu","Koinadugu",2014-10-23,58,0,NA,55,0,55,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Kono","Kono",2014-10-23,560,259,NA,301,0,294,7,NA,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Moyamba","Moyamba",2014-10-23,901,524,NA,377,0,377,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"National","National",2014-10-23,24513,11834,NA,12674,1032,11686,29,NA,961,99,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Port Loko","Port Loko",2014-10-23,4832,636,NA,4196,145,4147,15,NA,34,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Pujehun","Pujehun",2014-10-23,964,669,NA,294,0,294,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Tonkolili","Tonkolili",2014-10-23,2541,781,NA,1760,7,1760,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Western area rural","Western area rural",2014-10-23,2693,1267,NA,1426,667,1134,2,NA,292,30,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,"Western area urban","Western area urban",2014-10-23,2907,1568,NA,1339,91,707,0,NA,632,11,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-24,"Bo","Bo",2014-10-24,1034,661,NA,349,55,294,0,NA,0,0,100,654142,6,3,0,0,159,58,1,159,3,43,59,37.1
2014-10-24,"Bo","Bo",2014-10-24,1034,661,NA,349,55,294,0,NA,0,0,100,0,5,5,0,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Bombali","Bombali",2014-10-24,2269,1681,NA,588,21,582,4,NA,2,1109,98,494139,0,0,0,0,256,74,1,470,18,14,135,28.7
2014-10-24,"Bombali","Bombali",2014-10-24,2269,1681,NA,588,21,582,4,NA,2,1109,98,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Bonthe","Bonthe",2014-10-24,125,105,NA,20,20,20,0,NA,0,15,100,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-24,"Bonthe","Bonthe",2014-10-24,125,105,NA,20,20,20,0,NA,0,15,100,0,0,0,0,NA,8,28,36,222,NA,13,13,2.6
2014-10-24,"Kailahun","Kailahun",2014-10-24,2310,1768,NA,542,27,542,0,NA,0,0,100,465048,0,0,0,1,303,18,32,551,4,35,223,40.5
2014-10-24,"Kailahun","Kailahun",2014-10-24,2310,1768,NA,542,27,542,0,NA,0,0,100,0,0,0,0,NA,0,8,8,0,NA,1,3,0.4
2014-10-24,"Kambia","Kambia",2014-10-24,525,377,NA,147,83,147,0,NA,0,0,100,341690,0,0,0,0,17,4,0,30,6,9,9,30
2014-10-24,"Kambia","Kambia",2014-10-24,525,377,NA,147,83,147,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Kenema","Kenema",2014-10-24,2980,2647,NA,333,35,285,0,NA,42,6,99,653013,8,1,0,0,743,76,0,477,4,0,248,52
2014-10-24,"Kenema","Kenema",2014-10-24,2980,2647,NA,333,35,285,0,NA,42,6,99,0,8,8,0,NA,1,3,4,250,NA,0,0,0
2014-10-24,"Koinadugu","Koinadugu",2014-10-24,58,0,NA,55,0,55,3,NA,0,0,99,335471,0,0,0,0,38,4,0,5,0,0,0,0
2014-10-24,"Koinadugu","Koinadugu",2014-10-24,58,0,NA,55,0,55,3,NA,0,0,99,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Kono","Kono",2014-10-24,560,263,NA,297,0,297,0,NA,0,4,98,325003,4,1,0,4,84,55,1,38,2,19,18,47.4
2014-10-24,"Kono","Kono",2014-10-24,560,263,NA,297,0,297,0,NA,0,4,98,1,3,4,250,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Moyamba","Moyamba",2014-10-24,913,679,NA,234,12,221,1,NA,0,0,100,278119,0,0,0,0,71,25,0,86,6,19,33,38.4
2014-10-24,"Moyamba","Moyamba",2014-10-24,913,679,NA,234,12,221,1,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,8,28,3.6
2014-10-24,"National","National",2014-10-24,24855,13154,NA,11673,397,11384,20,NA,199,1186,98,6348350,76,7,0,60,3049,477,37,3449,123,164,1012,29.3
2014-10-24,"Port Loko","Port Loko",2014-10-24,4920,636,NA,4284,88,4247,10,NA,27,0,98,557978,2,0,0,6,187,23,1,486,52,1,70,14.4
2014-10-24,"Port Loko","Port Loko",2014-10-24,4920,636,NA,4284,88,4247,10,NA,27,0,98,0,0,0,0,NA,0,0,0,0,NA,0,5,0.5
2014-10-24,"Pujehun","Pujehun",2014-10-24,977,669,NA,308,13,308,0,NA,0,0,100,335574,0,1,0,0,11,7,0,26,3,2,12,46.2
2014-10-24,"Pujehun","Pujehun",2014-10-24,977,669,NA,308,13,308,0,NA,0,0,100,0,0,0,0,NA,0,5,5,0,NA,0,0,0
2014-10-24,"Tonkolili","Tonkolili",2014-10-24,2541,781,NA,1760,0,1760,0,NA,0,0,100,434937,0,0,0,1,76,29,0,166,4,17,43,25.9
2014-10-24,"Tonkolili","Tonkolili",2014-10-24,2541,781,NA,1760,0,1760,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-24,"Western area rural","Western area rural",2014-10-24,2706,1307,NA,1399,13,1397,2,NA,0,40,98,263619,17,0,0,21,349,37,0,417,12,2,78,18.7
2014-10-24,"Western area urban","Western area urban",2014-10-24,2937,1580,NA,1357,30,1229,0,NA,128,12,98,1040888,39,1,0,27,753,64,1,536,8,2,83,15.5
2014-10-25,"Bo","Bo",2014-10-25,1034,686,NA,324,0,322,2,NA,0,25,100,654142,0,0,0,0,159,58,1,159,8,43,59,37.1
2014-10-25,"Bombali","Bombali",2014-10-25,2269,1681,NA,1588,0,582,2,NA,4,0,98,494139,17,1,0,14,273,75,1,484,22,16,135,27.9
2014-10-25,"Bonthe","Bonthe",2014-10-25,125,105,NA,20,0,20,0,NA,0,0,100,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-25,"Kailahun","Kailahun",2014-10-25,2310,1768,NA,542,0,542,0,NA,0,0,100,465048,0,0,0,0,303,18,32,551,4,35,223,40.5
2014-10-25,"Kambia","Kambia",2014-10-25,525,377,NA,147,0,146,1,NA,0,0,100,341690,0,0,0,0,17,4,0,30,6,9,9,30
2014-10-25,"Kenema","Kenema",2014-10-25,2980,2647,NA,333,0,333,0,NA,0,0,99,653013,15,0,0,2,758,76,0,479,4,0,248,51.8
2014-10-25,"Koinadugu","Koinadugu",2014-10-25,58,0,NA,55,0,55,0,NA,0,0,100,335471,0,0,10,4,38,4,10,9,0,10,7,77.8
2014-10-25,"Kono","Kono",2014-10-25,560,263,NA,297,0,294,3,NA,0,0,98,325003,0,1,0,0,84,56,1,38,2,19,18,47.4
2014-10-25,"Moyamba","Moyamba",2014-10-25,913,695,NA,218,12,218,0,NA,0,16,100,278119,3,0,0,2,74,25,0,88,9,20,33,37.5
2014-10-25,"National","National",2014-10-25,25074,13260,NA,12786,231,11912,1578,NA,53,41,98,6348350,69,3,10,41,3118,480,47,3490,135,180,1026,29.4
2014-10-25,"Port Loko","Port Loko",2014-10-25,5111,667,NA,4444,191,4387,15,NA,42,0,98,557978,0,0,0,0,187,23,1,486,52,1,70,14.4
2014-10-25,"Pujehun","Pujehun",2014-10-25,977,669,NA,308,0,308,0,NA,0,0,100,335574,0,0,0,0,11,7,0,26,3,2,14,53.8
2014-10-25,"Tonkolili","Tonkolili",2014-10-25,2569,815,NA,1754,28,1753,1,NA,0,0,100,434937,2,1,0,7,78,30,0,173,4,20,43,24.9
2014-10-25,"Western area rural","Western area rural",2014-10-25,2706,1307,NA,1399,0,1395,4,NA,0,0,98,263619,13,0,0,4,362,37,0,421,12,2,80,19
2014-10-25,"Western area urban","Western area urban",2014-10-25,2937,1580,NA,1357,0,1557,1550,NA,7,0,99,1040888,19,0,0,8,772,64,1,544,8,2,86,15.8
2014-10-26,"Bo","Bo",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654142,13,2,0,3,172,60,1,162,8,43,59,36.4
2014-10-26,"Bo","Bo",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,143,NA,0,1,1,0,NA,0,0,0
2014-10-26,"Bombali","Bombali",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494139,10,0,3,13,283,75,6,497,22,19,137,27.6
2014-10-26,"Bombali","Bombali",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,14,357,NA,2,1,3,667,NA,2,12,1.4
2014-10-26,"Bonthe","Bonthe",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-26,"Bonthe","Bonthe",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8,16,24,333,NA,14,15,2.9
2014-10-26,"Kailahun","Kailahun",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465048,0,0,0,0,303,18,32,551,4,35,223,40.5
2014-10-26,"Kailahun","Kailahun",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,4,5,200,NA,0,0,0
2014-10-26,"Kambia","Kambia",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341690,0,0,0,0,17,4,0,30,6,9,9,30
2014-10-26,"Kambia","Kambia",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,5,9,1.4
2014-10-26,"Kenema","Kenema",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653013,9,1,0,4,767,77,0,483,4,0,249,51.6
2014-10-26,"Kenema","Kenema",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,200,NA,0,0,0,0,NA,0,0,0
2014-10-26,"Koinadugu","Koinadugu",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335471,0,0,0,0,38,4,32,9,0,32,7,77.8
2014-10-26,"Koinadugu","Koinadugu",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5,9,14,357,NA,2,1,0.3
2014-10-26,"Kono","Kono",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325003,0,0,0,0,84,56,1,38,2,19,18,47.4
2014-10-26,"Kono","Kono",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-26,"Moyamba","Moyamba",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278119,2,1,0,2,76,26,1,90,9,20,33,36.7
2014-10-26,"Moyamba","Moyamba",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0,0,0,NA,8,16,2.4
2014-10-26,"National","National",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6348350,123,8,9,70,3241,488,82,3560,135,211,1037,29.1
2014-10-26,"Port Loko","Port Loko",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557978,44,0,3,5,231,23,4,491,52,4,74,15.1
2014-10-26,"Port Loko","Port Loko",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,14,143,NA,0,0,0,0,NA,1,6,0.7
2014-10-26,"Pujehun","Pujehun",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335574,0,0,0,0,11,7,0,26,3,2,14,53.8
2014-10-26,"Pujehun","Pujehun",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,6,7,143,NA,0,1,0.1
2014-10-26,"Tonkolili","Tonkolili",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434937,1,4,1,7,79,34,4,180,4,21,45,25
2014-10-26,"Tonkolili","Tonkolili",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,667,NA,2,12,14,143,NA,0,0,0
2014-10-26,"Western area rural","Western area rural",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263619,23,0,0,21,385,37,0,442,12,2,81,18.3
2014-10-26,"Western area urban","Western area urban",2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040888,21,0,2,15,793,64,1,559,8,4,87,15.6
2014-10-27,"Bo","Bo",2014-10-27,1034,686,NA,348,0,345,3,NA,0,0,100,654142,0,1,0,0,172,61,1,162,8,43,59,36.4
2014-10-27,"Bo","Bo",2014-10-27,1034,686,NA,348,0,345,3,NA,0,0,100,0,0,0,0,NA,2,1,3,667,NA,0,0,0
2014-10-27,"Bombali","Bombali",2014-10-27,2269,1681,NA,588,0,574,6,NA,8,0,98,494139,0,0,0,0,283,75,6,497,22,19,139,28
2014-10-27,"Bombali","Bombali",2014-10-27,2269,1681,NA,588,0,574,6,NA,8,0,98,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Bonthe","Bonthe",2014-10-27,125,105,NA,20,0,20,0,NA,0,0,100,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-27,"Bonthe","Bonthe",2014-10-27,125,105,NA,20,0,20,0,NA,0,0,100,0,0,0,0,NA,3,1,4,750,NA,7,4,1.1
2014-10-27,"Kailahun","Kailahun",2014-10-27,2310,1835,NA,475,0,475,0,NA,0,0,100,465048,1,0,0,0,304,18,32,551,4,35,223,40.5
2014-10-27,"Kailahun","Kailahun",2014-10-27,2310,1835,NA,475,0,475,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Kambia","Kambia",2014-10-27,525,389,NA,135,0,135,0,NA,0,0,100,341690,0,0,0,0,17,4,0,30,6,9,9,30
2014-10-27,"Kambia","Kambia",2014-10-27,525,389,NA,135,0,135,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Kenema","Kenema",2014-10-27,3101,2798,NA,244,0,244,0,NA,0,0,99,653013,0,0,0,0,767,77,0,483,4,0,249,51.6
2014-10-27,"Kenema","Kenema",2014-10-27,3101,2798,NA,244,0,244,0,NA,0,0,99,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Koinadugu","Koinadugu",2014-10-27,58,0,NA,55,0,55,0,NA,2,0,99,335471,1,1,0,4,39,5,32,13,0,32,7,53.8
2014-10-27,"Koinadugu","Koinadugu",2014-10-27,58,0,NA,55,0,55,0,NA,2,0,99,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Kono","Kono",2014-10-27,560,263,NA,297,0,297,0,NA,0,4,98,325003,0,0,0,0,84,56,1,38,2,19,18,47.4
2014-10-27,"Kono","Kono",2014-10-27,560,263,NA,297,0,297,0,NA,0,4,98,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Moyamba","Moyamba",2014-10-27,913,679,NA,234,12,221,0,NA,1,0,100,278119,3,2,0,3,79,28,1,93,9,20,33,35.5
2014-10-27,"Moyamba","Moyamba",2014-10-27,913,679,NA,234,12,221,0,NA,1,0,100,2,1,3,667,NA,0,0,0,0,NA,3,1,0.4
2014-10-27,"National","National",2014-10-27,25374,13593,NA,11718,106,12383,21,NA,104,88,98,6348350,23,11,0,62,3264,499,79,3622,135,208,1044,28.8
2014-10-27,"Port Loko","Port Loko",2014-10-27,5291,758,NA,4533,51,4467,2,NA,64,32,98,557978,3,0,0,6,234,23,1,497,52,1,76,15.3
2014-10-27,"Port Loko","Port Loko",2014-10-27,5291,758,NA,4533,51,4467,2,NA,64,32,98,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Pujehun","Pujehun",2014-10-27,976,669,NA,307,0,307,0,NA,0,0,100,335574,0,2,0,0,11,9,0,26,3,2,14,53.8
2014-10-27,"Pujehun","Pujehun",2014-10-27,976,669,NA,307,0,307,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,2,1,0.3
2014-10-27,"Tonkolili","Tonkolili",2014-10-27,2569,843,NA,1726,0,1726,0,NA,0,0,100,434937,3,4,0,7,82,38,4,187,4,21,46,24.6
2014-10-27,"Tonkolili","Tonkolili",2014-10-27,2569,843,NA,1726,0,1726,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,0,0,0
2014-10-27,"Western area rural","Western area rural",2014-10-27,2706,1307,NA,1399,13,1397,0,NA,2,40,98,263619,8,1,0,19,393,38,0,461,12,2,81,17.6
2014-10-27,"Western area urban","Western area urban",2014-10-27,2937,1580,NA,1357,30,2120,10,NA,27,12,98,1040888,4,0,0,23,797,64,1,582,8,4,89,15.3
2014-10-28,"Bo","Bo",2014-10-28,1034,686,NA,348,0,345,3,NA,0,0,100,654142,14,1,0,7,186,62,1,169,8,43,59,34.9
2014-10-28,"Bo","Bo",2014-10-28,1034,686,NA,348,0,345,3,NA,0,0,100,0,14,14,0,NA,0,0,0,0,NA,0,0,0
2014-10-28,"Bombali","Bombali",2014-10-28,2581,1681,NA,900,312,874,16,NA,10,0,98,494139,26,0,0,32,309,75,6,529,22,19,139,26.3
2014-10-28,"Bombali","Bombali",2014-10-28,2581,1681,NA,900,312,874,16,NA,10,0,98,3,9,12,250,NA,0,0,0,0,NA,7,5,1.2
2014-10-28,"Bonthe","Bonthe",2014-10-28,125,105,NA,20,0,20,0,NA,0,0,100,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-28,"Bonthe","Bonthe",2014-10-28,125,105,NA,20,0,20,0,NA,0,0,100,0,0,0,0,NA,3,15,18,167,NA,5,7,1.2
2014-10-28,"Kailahun","Kailahun",2014-10-28,2338,1835,NA,503,28,503,0,NA,0,0,100,465048,0,0,0,0,304,18,32,551,4,35,224,40.7
2014-10-28,"Kailahun","Kailahun",2014-10-28,2338,1835,NA,503,28,503,0,NA,0,0,100,0,0,0,0,NA,0,12,12,0,NA,0,0,0
2014-10-28,"Kambia","Kambia",2014-10-28,525,389,NA,134,0,132,2,NA,0,0,100,341690,2,0,0,1,19,4,0,31,6,9,9,29
2014-10-28,"Kambia","Kambia",2014-10-28,525,389,NA,134,0,132,2,NA,0,0,100,0,1,1,0,NA,0,0,0,0,NA,3,9,1.2
2014-10-28,"Kenema","Kenema",2014-10-28,3122,2670,NA,336,0,297,7,NA,2,0,99,653013,12,5,0,1,779,82,0,484,4,0,251,51.9
2014-10-28,"Kenema","Kenema",2014-10-28,3122,2670,NA,336,0,297,7,NA,2,0,99,0,12,12,0,NA,0,0,0,0,NA,0,1,0.1
2014-10-28,"Koinadugu","Koinadugu",2014-10-28,58,0,NA,55,0,55,0,NA,2,0,99,335471,0,0,0,0,39,5,32,13,0,32,7,53.8
2014-10-28,"Koinadugu","Koinadugu",2014-10-28,58,0,NA,55,0,55,0,NA,2,0,99,0,0,0,0,NA,3,9,12,250,NA,0,0,0
2014-10-28,"Kono","Kono",2014-10-28,560,293,NA,267,0,260,6,NA,0,0,98,325003,1,2,0,1,85,58,1,39,2,19,18,46.2
2014-10-28,"Kono","Kono",2014-10-28,560,293,NA,267,0,260,6,NA,0,0,98,0,0,0,0,NA,0,1,1,0,NA,0,0,0
2014-10-28,"Moyamba","Moyamba",2014-10-28,913,679,NA,234,12,221,0,NA,1,0,100,278119,0,0,0,0,79,28,1,93,9,20,33,35.5
2014-10-28,"Moyamba","Moyamba",2014-10-28,913,679,NA,234,12,221,0,NA,1,0,100,0,0,0,0,NA,0,0,0,0,NA,3,15,1.8
2014-10-28,"National","National",2014-10-28,26177,13918,NA,12131,683,11936,48,NA,109,332,98,6348350,93,10,5,91,3357,533,84,3713,157,213,1049,28.3
2014-10-28,"Port Loko","Port Loko",2014-10-28,5472,772,NA,4700,181,4667,11,NA,22,14,98,557978,7,0,5,17,241,47,6,514,74,6,76,14.8
2014-10-28,"Port Loko","Port Loko",2014-10-28,5472,772,NA,4700,181,4667,11,NA,22,14,98,7,5,12,583,NA,0,0,0,0,NA,0,14,1.4
2014-10-28,"Pujehun","Pujehun",2014-10-28,977,939,NA,31,0,31,0,NA,0,276,100,335574,0,0,0,0,11,9,0,26,3,2,16,61.5
2014-10-28,"Pujehun","Pujehun",2014-10-28,977,939,NA,31,0,31,0,NA,0,276,100,0,0,0,0,NA,0,14,14,0,NA,0,0,0
2014-10-28,"Tonkolili","Tonkolili",2014-10-28,2625,885,NA,1740,56,1740,0,NA,0,42,100,434937,0,0,0,6,82,38,4,193,4,21,46,23.8
2014-10-28,"Tonkolili","Tonkolili",2014-10-28,2625,885,NA,1740,56,1740,0,NA,0,42,100,0,0,0,0,NA,7,5,12,583,NA,0,0,0
2014-10-28,"Western area rural","Western area rural",2014-10-28,2722,1311,NA,1411,0,1377,1,NA,34,0,98,263619,10,0,0,13,403,38,0,474,12,2,81,17.1
2014-10-28,"Western area urban","Western area urban",2014-10-28,3125,1673,NA,1452,94,1414,2,NA,38,0,98,1040888,21,2,0,13,818,66,1,595,8,4,89,15
2014-10-29,"Bo","Bo",2014-10-29,1034,686,NA,322,0,321,1,NA,0,0,100,654142,0,1,0,0,186,63,1,169,8,43,59,34.9
2014-10-29,"Bo","Bo",2014-10-29,1034,686,NA,322,0,321,1,NA,0,0,100,0,0,0,0,NA,1,2,3,333,NA,0,0,0
2014-10-29,"Bombali","Bombali",2014-10-29,2581,1681,NA,900,0,888,4,NA,8,0,98,494139,8,0,0,11,317,75,6,541,22,19,141,26.1
2014-10-29,"Bombali","Bombali",2014-10-29,2581,1681,NA,900,0,888,4,NA,8,0,98,2,6,8,250,NA,3,0,3,1000,NA,4,1,0.5
2014-10-29,"Bonthe","Bonthe",2014-10-29,125,105,NA,20,0,20,0,NA,0,0,100,168729,0,0,0,0,2,3,0,2,1,1,1,50
2014-10-29,"Bonthe","Bonthe",2014-10-29,125,105,NA,20,0,20,0,NA,0,0,100,0,0,0,0,NA,4,5,9,444,NA,1,0,0.1
2014-10-29,"Kailahun","Kailahun",2014-10-29,2338,1835,NA,503,0,503,0,NA,0,0,100,465048,3,0,0,0,307,18,32,551,4,35,225,40.8
2014-10-29,"Kailahun","Kailahun",2014-10-29,2338,1835,NA,503,0,503,0,NA,0,0,100,0,0,0,0,NA,0,15,15,0,NA,0,0,0
2014-10-29,"Kambia","Kambia",2014-10-29,525,385,NA,130,0,130,0,NA,0,0,100,341690,2,0,0,5,21,4,0,36,6,9,9,25
2014-10-29,"Kambia","Kambia",2014-10-29,525,385,NA,130,0,130,0,NA,0,0,100,3,1,4,750,NA,1,0,1,1000,NA,2,6,0.8
2014-10-29,"Kenema","Kenema",2014-10-29,3125,2676,NA,328,3,328,0,NA,0,6,99,653013,16,2,0,4,795,84,0,488,4,0,252,51.6
2014-10-29,"Kenema","Kenema",2014-10-29,3125,2676,NA,328,3,328,0,NA,0,6,99,0,15,15,0,NA,0,0,0,0,NA,3,1,0.4
2014-10-29,"Koinadugu","Koinadugu",2014-10-29,58,0,NA,55,0,55,0,NA,2,0,99,335471,3,4,0,2,42,9,32,15,0,32,7,46.7
2014-10-29,"Koinadugu","Koinadugu",2014-10-29,58,0,NA,55,0,55,0,NA,2,0,99,1,0,1,1000,NA,2,6,8,250,NA,3,0,0.3
2014-10-29,"Kono","Kono",2014-10-29,560,293,NA,264,0,260,4,NA,0,0,98,325003,0,0,0,0,85,58,1,38,2,19,18,47.4
2014-10-29,"Kono","Kono",2014-10-29,560,293,NA,264,0,260,4,NA,0,0,98,0,0,0,0,NA,3,1,4,750,NA,1,0,0.1
2014-10-29,"Moyamba","Moyamba",2014-10-29,1027,782,NA,245,17,245,0,NA,0,7,100,278119,2,2,0,3,81,30,1,96,9,20,33,34.4
2014-10-29,"Moyamba","Moyamba",2014-10-29,1027,782,NA,245,17,245,0,NA,0,7,100,1,2,3,333,NA,0,0,0,0,NA,4,5,0.9
2014-10-29,"National","National",2014-10-29,26661,14214,NA,12277,568,11361,32,NA,892,228,98,6348350,47,20,0,47,3404,553,79,3760,157,208,1057,28.1
2014-10-29,"Port Loko","Port Loko",2014-10-29,5472,772,NA,4700,181,4667,11,NA,22,14,98,557978,1,1,0,4,242,48,1,518,74,1,77,14.9
2014-10-29,"Port Loko","Port Loko",2014-10-29,5472,772,NA,4700,181,4667,11,NA,22,14,98,4,1,5,800,NA,0,0,0,0,NA,0,0,0
2014-10-29,"Pujehun","Pujehun",2014-10-29,977,939,NA,31,0,31,0,NA,0,0,100,335574,0,1,0,2,11,10,0,28,3,2,16,57.1
2014-10-29,"Pujehun","Pujehun",2014-10-29,977,939,NA,31,0,31,0,NA,0,0,100,0,0,0,0,NA,0,0,0,0,NA,1,2,0.3
2014-10-29,"Tonkolili","Tonkolili",2014-10-29,2689,1007,NA,1682,64,1676,6,NA,0,122,100,434937,3,0,0,6,85,38,4,199,4,21,46,23.1
2014-10-29,"Tonkolili","Tonkolili",2014-10-29,2689,1007,NA,1682,64,1676,6,NA,0,122,100,3,0,3,1000,NA,4,1,5,800,NA,0,0,0
2014-10-29,"Western area rural","Western area rural",2014-10-29,2797,1361,NA,1436,75,860,6,NA,576,60,98,263619,3,0,0,4,406,38,0,478,12,2,82,17.2
2014-10-29,"Western area urban","Western area urban",2014-10-29,3353,1692,NA,1661,228,1377,0,NA,284,19,98,1040888,6,9,0,6,824,75,1,601,8,4,91,15.1
2014-10-31,"Bo","Bo",2014-10-31,1079,710,NA,339,41,339,0,NA,0,0,100,654142,10,1,0,3,200,68,1,175,8,43,59,33.7
